global_index,mean_msp,mean_entropy,mean_energy,p95_entropy,p05_msp,dice,miou
134,0.9069467782974243,0.4593443274497986,-4.251466751098633,1.3343122005462646,0.5810742974281311,0.5972032471674356,0.5219543431497368
135,0.922876238822937,0.40370070934295654,-4.3509039878845215,1.0694868564605713,0.6785110831260681,0.7202261561394274,0.6550567155150547
136,0.9216125011444092,0.4048613905906677,-4.4036641120910645,1.0381451845169067,0.6666999459266663,0.6764966540727047,0.5922904674844415
137,0.9287530779838562,0.38677355647087097,-4.432656288146973,0.922691285610199,0.7523258328437805,0.4450208379203196,0.40583223115772254
138,0.9212239980697632,0.4112437963485718,-4.35368537902832,1.0492042303085327,0.6624298095703125,0.7236551981173134,0.6498298267598839
139,0.9126139879226685,0.43115976452827454,-4.300379276275635,1.1306517124176025,0.6094377040863037,0.7444687919668113,0.6449015080708821
140,0.9209977388381958,0.391920804977417,-4.494725227355957,1.0198501348495483,0.6617133021354675,0.847551394034258,0.7586021158085948
141,0.916291356086731,0.4219823479652405,-4.3163604736328125,1.1231176853179932,0.638447105884552,0.6394616072778369,0.5723184573481314
142,0.9211499094963074,0.4062578082084656,-4.392270088195801,1.0489444732666016,0.6634174585342407,0.712623832636994,0.6261599901095743
143,0.9108647108078003,0.4339262843132019,-4.335816383361816,1.1657488346099854,0.6018036603927612,0.7019263142871496,0.6188139620327393
144,0.8658245205879211,0.5863751173019409,-3.9640350341796875,1.7834711074829102,0.44460099935531616,0.4867650296425853,0.4045750019988127
145,0.9269636869430542,0.3933393359184265,-4.371087551116943,1.0000640153884888,0.7217206358909607,0.6144238536432075,0.5560429285424932
146,0.9147430658340454,0.4327183961868286,-4.300010681152344,1.1473289728164673,0.6412281394004822,0.6722296586145419,0.561404059512355
147,0.9306923747062683,0.38402849435806274,-4.394798278808594,0.8606430888175964,0.784168541431427,0.6854054235149349,0.6166029349910332
148,0.9193851947784424,0.4117107391357422,-4.369570255279541,1.0711997747421265,0.6557837724685669,0.7565907922535833,0.6848552587091448
149,0.9234274625778198,0.4116825461387634,-4.302889823913574,1.034806251525879,0.7158726453781128,0.7665216379838719,0.7089911694923221
150,0.9035208225250244,0.45460885763168335,-4.307961463928223,1.2347320318222046,0.5672098398208618,0.6578650813083158,0.5728164007254339
151,0.9176619648933411,0.41248711943626404,-4.355401515960693,1.0347777605056763,0.645216166973114,0.7920753387375282,0.7188432252284372
152,0.9185817241668701,0.41975530982017517,-4.390847682952881,1.1139655113220215,0.6456030607223511,0.5681196819589619,0.49066151984855444
153,0.9226328134536743,0.4073515832424164,-4.323814868927002,1.0274100303649902,0.7035176753997803,0.5789416933580327,0.5266115460191854
154,0.9123663902282715,0.43011024594306946,-4.336834907531738,1.1757214069366455,0.5992830991744995,0.6599209862085534,0.5898195418668191
155,0.9303324818611145,0.38849779963493347,-4.356321811676025,0.8690760135650635,0.7822789549827576,0.6269579914471007,0.5408865985790479
156,0.9189951419830322,0.41638416051864624,-4.3296613693237305,1.0837204456329346,0.6483574509620667,0.5723119345533866,0.516615972191702
157,0.9129587411880493,0.4334776997566223,-4.341494560241699,1.239867091178894,0.5975654721260071,0.5724506323054168,0.5215790058431591
158,0.9140082597732544,0.426857054233551,-4.35910701751709,1.1323086023330688,0.6266753673553467,0.6762093460744755,0.5884004965799714
159,0.8979282379150391,0.47244498133659363,-4.246455192565918,1.3266756534576416,0.5471403002738953,0.6059220521617508,0.5344365572699009
160,0.9174907207489014,0.4155283570289612,-4.357884883880615,1.0730299949645996,0.6415923237800598,0.6611500739052704,0.5671567615063792
161,0.9155586957931519,0.42289161682128906,-4.337855339050293,1.110751748085022,0.6320825219154358,0.6376390501223507,0.5416544358852785
162,0.920447587966919,0.4054165482521057,-4.4103803634643555,1.1033638715744019,0.6363003849983215,0.6395598470662015,0.5955555122957172
163,0.9013040065765381,0.47070032358169556,-4.245006561279297,1.355415940284729,0.5635786056518555,0.6133479914816772,0.5250136049593964
164,0.9041434526443481,0.452121376991272,-4.277310848236084,1.2773644924163818,0.5452523231506348,0.7095355244329479,0.6053072231527296
165,0.904221773147583,0.45204803347587585,-4.301627159118652,1.224168062210083,0.5690567493438721,0.7490429347071663,0.6311695086221327
166,0.8959459066390991,0.46807825565338135,-4.302760124206543,1.3227462768554688,0.537261426448822,0.7495650049327836,0.6735213608063058
167,0.9020201563835144,0.4650055766105652,-4.287348747253418,1.2901053428649902,0.5597924590110779,0.5734138731550278,0.49867222648742826
168,0.9073611497879028,0.44669055938720703,-4.305730819702148,1.2156212329864502,0.5883573889732361,0.7140185500745416,0.6293058141286113
169,0.9063818454742432,0.4445804953575134,-4.341818809509277,1.199393630027771,0.5739510655403137,0.7021992991330805,0.6165788860730809
170,0.9075437784194946,0.44608598947525024,-4.261417388916016,1.1804519891738892,0.591110110282898,0.7548554059260791,0.661826376723505
171,0.9158715009689331,0.42143940925598145,-4.374475479125977,1.0990867614746094,0.6310210227966309,0.7886828460937179,0.6895614920230256
172,0.9114866256713867,0.4380636215209961,-4.290915489196777,1.1977074146270752,0.6019002795219421,0.6757270723081441,0.5897721515100225
173,0.9002402424812317,0.47209402918815613,-4.218186378479004,1.361765742301941,0.5506172180175781,0.6707332772118847,0.5686894921428394
174,0.9185552000999451,0.4157508611679077,-4.324441432952881,1.0582479238510132,0.6483928561210632,0.6923126037157326,0.5889460462128276
175,0.932870090007782,0.37498027086257935,-4.459893226623535,0.8239050507545471,0.7964987754821777,0.6952039375019199,0.6347252324337274
176,0.9140267968177795,0.41449397802352905,-4.3901848793029785,1.0561026334762573,0.6202225685119629,0.7918055710812226,0.713038244632994
177,0.9231874942779541,0.4046747088432312,-4.365314483642578,0.9852451682090759,0.6927779316902161,0.6316496884736761,0.555360571393937
178,0.9164488315582275,0.41474422812461853,-4.3614912033081055,1.0538572072982788,0.631573498249054,0.7219047220973696,0.6494969029887012
179,0.9004749059677124,0.4608681797981262,-4.251657485961914,1.2570852041244507,0.5496100783348083,0.5135798505640827,0.46017317159879917
180,0.9170642495155334,0.41847842931747437,-4.35875129699707,1.1054574251174927,0.6335129737854004,0.7813040940344106,0.6759043938432223
181,0.9099337458610535,0.4371194839477539,-4.328207969665527,1.1749030351638794,0.5889343619346619,0.6134145399196944,0.5311512101225293
182,0.9250024557113647,0.39673295617103577,-4.384390830993652,0.9707632064819336,0.7130486965179443,0.8460808196213473,0.7995894214249151
183,0.9228410720825195,0.41150104999542236,-4.334864139556885,1.0398004055023193,0.6970130205154419,0.7226940890801931,0.6523840763727508
184,0.9288048148155212,0.3931439518928528,-4.376585960388184,0.9086173176765442,0.7596206665039062,0.6501468496137289,0.601387498561262
185,0.9018258452415466,0.4733809232711792,-4.2048444747924805,1.3270152807235718,0.567933976650238,0.6765456767167233,0.5828192764588298
186,0.9253425598144531,0.40060850977897644,-4.334733486175537,0.9989827275276184,0.7179136276245117,0.5489356270250021,0.4943938211491825
187,0.9263944625854492,0.3951118588447571,-4.352625846862793,0.9791300296783447,0.7284793257713318,0.6908945563127206,0.6018650108162622
188,0.918346107006073,0.4167077839374542,-4.3242506980896,1.0630306005477905,0.6432507634162903,0.6432213165137987,0.5664122159376512
189,0.9138531684875488,0.42643630504608154,-4.323641300201416,1.15652596950531,0.6081197261810303,0.5937443114620519,0.5371162621464258
190,0.9063969850540161,0.4408110976219177,-4.288962364196777,1.1607637405395508,0.5863685607910156,0.6640416491889699,0.5838353701265371
191,0.9191579818725586,0.41187381744384766,-4.367920875549316,1.0490293502807617,0.6532796621322632,0.49363056721041776,0.4292775934602707
192,0.9114019870758057,0.43141546845436096,-4.312679767608643,1.2901755571365356,0.5796215534210205,0.555307899513852,0.4870098617286688
193,0.9092096090316772,0.44170451164245605,-4.278735160827637,1.2275748252868652,0.5762909054756165,0.6553635555226849,0.5748654138909015
194,0.9180285930633545,0.41702139377593994,-4.355903625488281,1.049826979637146,0.6624612808227539,0.6225628357880407,0.54111896080792
195,0.9137592315673828,0.4300435781478882,-4.3450775146484375,1.1497362852096558,0.6157065033912659,0.5327673875277801,0.46030679812026515
196,0.9034183025360107,0.4582630395889282,-4.321254730224609,1.3020727634429932,0.5584430694580078,0.7114054322063679,0.6087771868515376
197,0.8446658849716187,0.6390490531921387,-3.9400763511657715,1.7706522941589355,0.42727547883987427,0.5500303267891813,0.46953751833447654
198,0.9193114042282104,0.4182521402835846,-4.313680171966553,1.0858105421066284,0.6528241634368896,0.6552095399152355,0.5899789676073178
199,0.9214458465576172,0.4021468460559845,-4.358359336853027,1.05596125125885,0.6694269180297852,0.6326332736807371,0.5783483307572962
200,0.9210904836654663,0.4107303023338318,-4.376351833343506,1.025701642036438,0.6743572354316711,0.759134396132907,0.6648817557382917
201,0.9044234752655029,0.45564475655555725,-4.254881858825684,1.3011393547058105,0.5583613514900208,0.6879152787968709,0.5931602953377314
202,0.9125752449035645,0.4425576329231262,-4.272782325744629,1.2736133337020874,0.602866530418396,0.6677234001711067,0.5971381701943975
203,0.919849157333374,0.41152894496917725,-4.330021858215332,1.0419150590896606,0.6587996482849121,0.5926673791992476,0.5122437688730129
204,0.9088156223297119,0.43746691942214966,-4.310957431793213,1.1047911643981934,0.6072593927383423,0.7229438228207493,0.5989136765979398
205,0.9200336933135986,0.4109782576560974,-4.365571975708008,1.0713328123092651,0.6537625193595886,0.5553203677269104,0.5044453949218376
206,0.9242364764213562,0.3968869745731354,-4.420881271362305,0.9927522540092468,0.6958258748054504,0.8225826492392027,0.7361864893916068
207,0.9120673537254333,0.4345763921737671,-4.300236225128174,1.1643229722976685,0.6050415635108948,0.6683460277533794,0.590459997424743
208,0.8995246291160583,0.4638313055038452,-4.254251480102539,1.3147552013397217,0.5527969598770142,0.6338573965102866,0.5626305629478181
209,0.9308069348335266,0.382564514875412,-4.432668209075928,0.8897556662559509,0.7715437412261963,0.7185081890026169,0.6634093742361412
210,0.9148321747779846,0.42737245559692383,-4.351180553436279,1.1264234781265259,0.6185797452926636,0.6540119460942319,0.5691940667764097
211,0.9152057766914368,0.42976129055023193,-4.3058390617370605,1.1209536790847778,0.6382454037666321,0.6486877504773377,0.5804057141783779
212,0.9172369241714478,0.4249120354652405,-4.269123077392578,1.1142271757125854,0.6403927206993103,0.5164027449323438,0.45680771690775274
